10919_aug.jpg,0.27273455,0.49769035,0.99999917,0.2559335,0.48362947,0.99999845,0.2567506,0.47819898,0.9999976,0.25776562,0.47125483,0.99999726,0.25298285,0.5054922,0.9999987,0.2515839,0.51378214,0.99999833,0.25047857,0.52102476,0.99999857,0.26380843,0.4633003,0.99999785,0.25253963,0.5333572,0.9999993,0.29408967,0.48765782,0.999997,0.29016423,0.5138358,0.9999982,0.3624273,0.4279427,0.99990296,0.33211768,0.6028128,0.9999341,0.39719692,0.30379522,0.99885225,0.32167694,0.7322662,0.99960977,0.29266152,0.23380652,0.9979159,0.18950465,0.7364255,0.99888796,0.2602147,0.20587698,0.9876857,0.14523014,0.7431606,0.9922341,0.24935189,0.21889976,0.98734564,0.14499936,0.7258152,0.9913624,0.25974005,0.2328704,0.98564446,0.15773001,0.71884906,0.9892498,0.6274317,0.51095134,0.99968183,0.60798055,0.6274562,0.9998646,0.77558774,0.40510666,0.99724054,0.71616066,0.78305906,0.99955994,0.90709615,0.44881672,0.9909204,0.8890687,0.7871557,0.998467,0.9309212,0.47503394,0.9773884,0.9075657,0.7642075,0.984853,0.96749604,0.3991688,0.97844005,0.94149226,0.8541839,0.9912845
11139.jpg,0.7765198,0.62729174,0.99997556,0.78701067,0.64272434,0.999962,0.7847374,0.6478454,0.9999378,0.7826209,0.6514936,0.99993885,0.7938039,0.62638026,0.9999752,0.795928,0.6204144,0.99996877,0.7972996,0.61550856,0.9999751,0.7693198,0.6564442,0.99988806,0.7910122,0.6045698,0.99995804,0.7556702,0.6309346,0.9999236,0.7647946,0.61125755,0.9999559,0.6458989,0.6534171,0.99845433,0.7068163,0.51774514,0.99974984,0.5212998,0.63713574,0.959859,0.61629075,0.42806864,0.9792404,0.59056,0.55334187,0.9211852,0.6020215,0.53302884,0.9681258,0.6208801,0.55645406,0.8267464,0.62350506,0.5585904,0.91510206,0.62829196,0.5612549,0.8151834,0.63417566,0.560551,0.8998731,0.61880124,0.5604764,0.7351361,0.626459,0.5548398,0.8538087,0.41984358,0.53264135,0.99953127,0.46268567,0.44566414,0.9998097,0.28103605,0.6020585,0.9790197,0.43589324,0.28873727,0.99366295,0.10558006,0.53088903,0.97696406,0.27701658,0.18619365,0.99199426,0.08373162,0.50108826,0.94256085,0.24442706,0.18555418,0.9566425,0.03072372,0.57977366,0.94855833,0.26057935,0.10506424,0.9665054
11289.jpg,0.65006757,0.41717046,0.99995124,0.66081923,0.41694182,0.9999341,0.6624316,0.41999736,0.99990845,0.66369694,0.422643,0.9999118,0.65445924,0.40763298,0.99993706,0.6518582,0.4042741,0.9999224,0.649497,0.40118986,0.99993086,0.65970784,0.43086466,0.9998574,0.64106905,0.4011722,0.9998839,0.6441836,0.42981666,0.9998766,0.6366433,0.41727293,0.9998882,0.6125312,0.49528727,0.99828196,0.56786716,0.41576862,0.9991738,0.54829395,0.547493,0.93827635,0.48998386,0.43875322,0.90744454,0.5383849,0.4877763,0.87676436,0.5294431,0.47258934,0.87722003,0.54578143,0.47364852,0.7634696,0.545157,0.47819963,0.76852083,0.55456823,0.47189432,0.75747263,0.5549469,0.468376,0.7454038,0.5543993,0.47571188,0.6752126,0.55153215,0.46908623,0.67655176,0.46466258,0.5536118,0.99935645,0.44257396,0.509421,0.99947876,0.43066058,0.65442765,0.9894509,0.3390348,0.48212266,0.99509865,0.3340206,0.7080192,0.98676884,0.23354125,0.52662885,0.9932514,0.31272313,0.70828223,0.9466353,0.22047049,0.54529715,0.94915205,0.32027334,0.74915045,0.96671605,0.18774053,0.5045114,0.9726486
11780.jpg,0.33892757,0.800115,0.9999472,0.32743233,0.815416,0.99991584,0.32340753,0.8135282,0.9998956,0.3199733,0.811872,0.9998847,0.34073177,0.8227795,0.99989676,0.3466361,0.82614875,0.99987423,0.35293663,0.829303,0.99986255,0.3247797,0.8082681,0.9998134,0.37133753,0.8294754,0.99978715,0.3445501,0.7777359,0.999956,0.35936505,0.78741777,0.9999596,0.34339395,0.6724591,0.9977617,0.4762821,0.7413156,0.9984232,0.41563943,0.5304077,0.8252709,0.5442837,0.59797484,0.8141743,0.4237544,0.64907694,0.8831883,0.44767195,0.6602235,0.8629041,0.41387275,0.6823501,0.8209862,0.42627013,0.68717206,0.7851663,0.40452707,0.68645865,0.79656345,0.42551428,0.69761324,0.7447193,0.4063155,0.6778241,0.7077297,0.43019405,0.6901593,0.6410494,0.49672478,0.4265368,0.9994281,0.5803307,0.4696292,0.99956805,0.37562677,0.39653105,0.99626106,0.6813002,0.5399794,0.99681157,0.47602808,0.20259047,0.9917916,0.7778028,0.34642002,0.9941567,0.49595764,0.1939336,0.9541605,0.77319384,0.32720715,0.9762037,0.5115764,0.12255755,0.99119407,0.8200755,0.26944852,0.9908703
11808.jpg,0.71209055,0.25445297,0.9994815,0.7150666,0.23214108,0.9998379,0.7084073,0.22808295,0.9998584,0.70163405,0.22414267,0.99988925,0.7326472,0.24585462,0.9997863,0.7375568,0.25118792,0.99976045,0.74230224,0.25634566,0.9997811,0.6885355,0.23203707,0.9998011,0.747017,0.27609587,0.9997024,0.69254553,0.2653494,0.99812573,0.71108735,0.2811912,0.99757653,0.5699328,0.28381553,0.9986513,0.7373887,0.43056667,0.99841,0.3847457,0.20574063,0.9669164,0.8867432,0.5614021,0.9415873,0.37163594,0.05434364,0.8993222,0.9603263,0.5053749,0.7771549,0.37259936,0.017762661,0.837818,1.0041476,0.48725653,0.6998247,0.38599992,0.02155912,0.835888,0.98498297,0.47617903,0.6901735,0.3844483,0.035285115,0.7423319,0.9651615,0.47994027,0.6288612,0.39143267,0.5613258,0.9963451,0.49783096,0.6461248,0.99705374,0.1423592,0.45109904,0.99065465,0.64338815,0.81806904,0.92612827,-0.0012355149,0.624736,0.8188385,0.5096346,1.0315635,0.688373,0.00601241,0.6557226,0.8389028,0.4620462,1.053464,0.8013259,-0.0877251,0.54271317,0.5009494,0.5362706,1.0813417,0.37091047
11972.jpg,0.7938073,0.61331445,0.9999964,0.8051723,0.62880754,0.9999925,0.8026037,0.6340211,0.99998736,0.8001037,0.6387322,0.9999882,0.8129853,0.61100084,0.99999356,0.8156947,0.6042632,0.99999094,0.8182977,0.59838474,0.99999356,0.7882366,0.6405242,0.99998236,0.8153487,0.5844287,0.99999285,0.77091634,0.61588454,0.99998343,0.7829846,0.5931884,0.99999106,0.6678848,0.62705135,0.9992811,0.7311446,0.498917,0.9992741,0.61728656,0.71430755,0.9960796,0.76160026,0.4016566,0.9973935,0.7326926,0.78232276,0.99035245,0.8853998,0.47838223,0.9919476,0.76391256,0.79895216,0.9561587,0.91667676,0.4926679,0.9591929,0.77602077,0.7938878,0.9500305,0.91642475,0.503079,0.952306,0.7654128,0.784336,0.9381991,0.9014965,0.5008797,0.94262135,0.44249648,0.4777391,0.99980444,0.4832546,0.40257946,0.9998807,0.27919626,0.51484674,0.9980293,0.40361857,0.24654484,0.999374,0.17545366,0.42742655,0.9934417,0.276843,0.21291097,0.9985941,0.1672053,0.40056235,0.97200835,0.25660858,0.21978049,0.98791784,0.100776464,0.44209018,0.98519206,0.2443472,0.14700347,0.99477744
12026_aug.jpg,0.27142283,0.62105656,0.9999993,0.2440243,0.62132174,0.9999982,0.23735926,0.6150717,0.9999976,0.23105118,0.6089198,0.99999774,0.26138142,0.63888997,0.9999988,0.26570588,0.6439184,0.99999845,0.26964092,0.6487329,0.9999987,0.2272794,0.5928158,0.9999964,0.27337345,0.64628685,0.99999845,0.27427176,0.59346545,0.9999988,0.29490653,0.61706316,0.9999988,0.27569267,0.46486655,0.99998415,0.39680165,0.65033644,0.999992,0.3293718,0.35566816,0.9930259,0.52819705,0.6583775,0.9903792,0.43614078,0.30152005,0.98261005,0.6310489,0.6101219,0.9740235,0.46574745,0.28257445,0.95562327,0.6640353,0.60834354,0.94194776,0.47143483,0.3047256,0.95801127,0.65278316,0.59282565,0.9408047,0.4641959,0.31489912,0.94255894,0.6407003,0.5885842,0.9238203,0.5299361,0.37859198,0.99844116,0.6019514,0.49712035,0.99960405,0.4638589,0.16707757,0.9863907,0.78628355,0.6182767,0.99468946,0.6407619,0.064646244,0.97558564,0.96786094,0.5298981,0.99298406,0.6818547,0.061441094,0.95212567,0.9782702,0.4995244,0.95140034,0.63603866,-0.019448549,0.9315644,1.0511276,0.52946764,0.96316475
12143_aug.jpg,0.74256194,0.47327647,0.99999833,0.7551893,0.47786638,0.999997,0.755652,0.48165607,0.99999523,0.7557411,0.48528042,0.9999951,0.75321615,0.46815398,0.99999726,0.7525761,0.46501634,0.99999607,0.75192285,0.46192157,0.9999968,0.749925,0.4938134,0.9999938,0.7468014,0.46102437,0.99999523,0.7306063,0.48267773,0.9999925,0.7296628,0.4697479,0.9999933,0.66811556,0.53594077,0.9997327,0.6583731,0.45344236,0.99973994,0.6603616,0.60515094,0.992757,0.62172365,0.39942193,0.9757583,0.7516763,0.6275995,0.9913952,0.7015753,0.35259292,0.9894365,0.77264845,0.639671,0.9726811,0.7158541,0.333736,0.967229,0.7767898,0.6360405,0.9713387,0.71764374,0.33572394,0.96695566,0.7677567,0.62946016,0.96120155,0.7132714,0.34440497,0.966194,0.44022462,0.5445997,0.9997564,0.4361114,0.50134563,0.99970263,0.32585448,0.64184695,0.9721646,0.2941965,0.43579334,0.9454142,0.17271292,0.6661732,0.9695071,0.13725936,0.45019934,0.9644965,0.14631763,0.66211903,0.8385275,0.11385268,0.4660093,0.9058478,0.13404474,0.69820714,0.9565764,0.09968513,0.42291358,0.9433614
13766_aug.jpg,0.36619905,0.11764261,0.9999776,0.37550247,0.09879339,0.9999664,0.3823288,0.09785882,0.9999536,0.38910845,0.097031504,0.9999571,0.35550174,0.101745516,0.99995756,0.34936026,0.10258305,0.9999478,0.3429662,0.10357246,0.9999541,0.4006045,0.10377264,0.9999199,0.33653083,0.11502853,0.99990046,0.3826914,0.13948128,0.9999753,0.35827288,0.14217606,0.99997604,0.4779649,0.23480728,0.998871,0.31284583,0.25361103,0.99932444,0.5484376,0.36747965,0.9891577,0.26069897,0.38190866,0.9857998,0.5206922,0.225158,0.99543744,0.23982319,0.23759684,0.99310654,0.5132801,0.18930879,0.9846943,0.24063371,0.19573003,0.9768903,0.5075532,0.18032491,0.9811886,0.24629569,0.18920428,0.9697743,0.50435746,0.19586033,0.96486324,0.25185698,0.20270672,0.9528694,0.47482497,0.4928028,0.999846,0.37675986,0.50871795,0.99984634,0.5976843,0.5169573,0.995828,0.2559155,0.54217696,0.99691147,0.58686495,0.70991766,0.9906853,0.33304656,0.7204977,0.99716586,0.57163143,0.7378705,0.9621274,0.35688502,0.74874693,0.98578066,0.6255725,0.7785642,0.99028,0.28944463,0.783478,0.995037
14588.jpg,0.44940585,0.238561,0.99999917,0.4581244,0.22605488,0.9999988,0.462593,0.22677684,0.9999981,0.46723583,0.22761345,0.9999982,0.4418325,0.22446302,0.9999989,0.43559074,0.22410598,0.99999833,0.42951706,0.22386184,0.99999857,0.4715542,0.23815635,0.999997,0.41936934,0.2336086,0.9999981,0.4584867,0.256408,0.9999943,0.4378847,0.25355253,0.99999607,0.49677068,0.33136252,0.99960154,0.38538474,0.32550776,0.99964726,0.5675015,0.3243123,0.9966524,0.32016414,0.3156271,0.997661,0.5823724,0.21261036,0.997886,0.32080534,0.19359738,0.99654454,0.5877983,0.1784929,0.99165946,0.31724846,0.16407076,0.9838395,0.58073515,0.1719633,0.99072635,0.3256603,0.15880522,0.9817853,0.5746137,0.18716002,0.98862004,0.33045462,0.1711278,0.97958404,0.46571663,0.5886569,0.9998503,0.3886312,0.58104306,0.9999367,0.5493777,0.69054925,0.9953458,0.28779495,0.6837829,0.9990695,0.5394787,0.833431,0.98537606,0.25799865,0.8302953,0.99764854,0.5270324,0.8561026,0.9311836,0.2700364,0.85557836,0.9744306,0.5669138,0.88064635,0.9692537,0.21774694,0.8737809,0.9915352
